country;year;sex;age;suicides_no;population;suicidesper100k;country-year;HDI for year;gdp_for_year_dolar;gdp_per_capita;generation
Argentina;2007;male;5-14 years;45;3530454;1,27;Argentina2007;;287,530,508,431;7918;Generation Z
Argentina;2007;female;5-14 years;34;3414627;1;Argentina2007;;287,530,508,431;7918;Generation Z
Argentina;2008;male;75+ years;208;646185;32,19;Argentina2008;;361,558,037,110;9843;Silent
Argentina;2008;male;15-24 years;625;3410092;18,33;Argentina2008;;361,558,037,110;9843;Millenials
Argentina;2008;male;55-74 years;463;2630686;17,6;Argentina2008;;361,558,037,110;9843;Silent
Argentina;2008;male;25-34 years;531;3172743;16,74;Argentina2008;;361,558,037,110;9843;Generation X
Argentina;2008;male;35-54 years;582;4496672;12,94;Argentina2008;;361,558,037,110;9843;Boomers
Argentina;2008;female;15-24 years;180;3319037;5,42;Argentina2008;;361,558,037,110;9843;Millenials
Argentina;2008;female;35-54 years;173;4660022;3,71;Argentina2008;;361,558,037,110;9843;Boomers
Argentina;2008;female;55-74 years;108;3088727;3,5;Argentina2008;;361,558,037,110;9843;Silent
Argentina;2008;female;75+ years;36;1188016;3,03;Argentina2008;;361,558,037,110;9843;Silent
Argentina;2008;female;25-34 years;94;3159967;2,97;Argentina2008;;361,558,037,110;9843;Generation X
Argentina;2008;male;5-14 years;39;3539110;1,1;Argentina2008;;361,558,037,110;9843;Generation Z
Argentina;2008;female;5-14 years;20;3422263;0,58;Argentina2008;;361,558,037,110;9843;Generation Z
Argentina;2009;male;75+ years;177;653486;27,09;Argentina2009;;332,976,484,578;8961;Silent
Argentina;2009;male;15-24 years;609;3436265;17,72;Argentina2009;;332,976,484,578;8961;Millenials
Argentina;2009;male;55-74 years;434;2683502;16,17;Argentina2009;;332,976,484,578;8961;Silent
Argentina;2009;male;25-34 years;504;3210244;15,7;Argentina2009;;332,976,484,578;8961;Generation X
Argentina;2009;male;35-54 years;542;4566645;11,87;Argentina2009;;332,976,484,578;8961;Boomers
Argentina;2009;female;15-24 years;164;3342385;4,91;Argentina2009;;332,976,484,578;8961;Millenials
Argentina;2009;female;55-74 years;112;3148915;3,56;Argentina2009;;332,976,484,578;8961;Silent
Argentina;2009;female;25-34 years;105;3189773;3,29;Argentina2009;;332,976,484,578;8961;Generation X
Argentina;2009;female;35-54 years;150;4726814;3,17;Argentina2009;;332,976,484,578;8961;Boomers
Argentina;2009;female;75+ years;25;1211934;2,06;Argentina2009;;332,976,484,578;8961;Silent
Argentina;2009;male;5-14 years;34;3553154;0,96;Argentina2009;;332,976,484,578;8961;Generation Z
Argentina;2009;female;5-14 years;28;3434884;0,82;Argentina2009;;332,976,484,578;8961;Generation Z
Argentina;2010;male;75+ years;206;657096;31,35;Argentina2010;0,811;423,627,422,092;11273;Silent
Argentina;2010;male;15-24 years;683;3455127;19,77;Argentina2010;0,811;423,627,422,092;11273;Millenials
Argentina;2010;male;25-34 years;485;3237957;14,98;Argentina2010;0,811;423,627,422,092;11273;Generation X
Argentina;2010;male;55-74 years;397;2740656;14,49;Argentina2010;0,811;423,627,422,092;11273;Silent
Argentina;2010;male;35-54 years;573;4648068;12,33;Argentina2010;0,811;423,627,422,092;11273;Generation X
Argentina;2010;female;15-24 years;150;3358103;4,47;Argentina2010;0,811;423,627,422,092;11273;Millenials
Argentina;2010;female;35-54 years;162;4804030;3,37;Argentina2010;0,811;423,627,422,092;11273;Generation X
Argentina;2010;female;25-34 years;101;3210247;3,15;Argentina2010;0,811;423,627,422,092;11273;Generation X
Argentina;2010;female;55-74 years;99;3212253;3,08;Argentina2010;0,811;423,627,422,092;11273;Silent
Argentina;2010;female;75+ years;34;1234182;2,75;Argentina2010;0,811;423,627,422,092;11273;Silent
Argentina;2010;male;5-14 years;33;3570316;0,92;Argentina2010;0,811;423,627,422,092;11273;Generation Z
Argentina;2010;female;5-14 years;20;3450419;0,58;Argentina2010;0,811;423,627,422,092;11273;Generation Z
Argentina;2011;male;75+ years;178;674738;26,38;Argentina2011;0,818;530,163,281,575;13946;Silent
Argentina;2011;male;15-24 years;693;3471151;19,96;Argentina2011;0,818;530,163,281,575;13946;Millenials
Argentina;2011;male;25-34 years;510;3258804;15,65;Argentina2011;0,818;530,163,281,575;13946;Millenials
Argentina;2011;male;55-74 years;416;2788575;14,92;Argentina2011;0,818;530,163,281,575;13946;Boomers
Argentina;2011;male;35-54 years;504;4738525;10,64;Argentina2011;0,818;530,163,281,575;13946;Generation X
Argentina;2011;female;15-24 years;172;3372659;5,1;Argentina2011;0,818;530,163,281,575;13946;Millenials
Argentina;2011;female;35-54 years;157;4893085;3,21;Argentina2011;0,818;530,163,281,575;13946;Generation X
Argentina;2011;female;25-34 years;102;3224774;3,16;Argentina2011;0,818;530,163,281,575;13946;Millenials
Argentina;2011;female;55-74 years;93;3268753;2,85;Argentina2011;0,818;530,163,281,575;13946;Boomers
Argentina;2011;female;75+ years;30;1260121;2,38;Argentina2011;0,818;530,163,281,575;13946;Silent
Argentina;2011;female;5-14 years;29;3472180;0,84;Argentina2011;0,818;530,163,281,575;13946;Generation Z
Argentina;2011;male;5-14 years;28;3592374;0,78;Argentina2011;0,818;530,163,281,575;13946;Generation Z
Argentina;2012;male;75+ years;225;688560;32,68;Argentina2012;0,831;545,982,375,701;14203;Silent
Argentina;2012;male;15-24 years;745;3480902;21,4;Argentina2012;0,831;545,982,375,701;14203;Millenials
Argentina;2012;male;25-34 years;616;3268154;18,85;Argentina2012;0,831;545,982,375,701;14203;Millenials
Argentina;2012;male;55-74 years;451;2839783;15,88;Argentina2012;0,831;545,982,375,701;14203;Boomers
Argentina;2012;male;35-54 years;554;4841057;11,44;Argentina2012;0,831;545,982,375,701;14203;Generation X
Argentina;2012;female;15-24 years;204;3380770;6,03;Argentina2012;0,831;545,982,375,701;14203;Millenials
Argentina;2012;female;35-54 years;164;4993138;3,28;Argentina2012;0,831;545,982,375,701;14203;Generation X
Argentina;2012;female;55-74 years;108;3328463;3,24;Argentina2012;0,831;545,982,375,701;14203;Boomers
Argentina;2012;female;25-34 years;102;3228400;3,16;Argentina2012;0,831;545,982,375,701;14203;Millenials
Argentina;2012;female;75+ years;33;1282726;2,57;Argentina2012;0,831;545,982,375,701;14203;Silent
Argentina;2012;male;5-14 years;29;3615254;0,8;Argentina2012;0,831;545,982,375,701;14203;Generation Z
Argentina;2012;female;5-14 years;17;3494571;0,49;Argentina2012;0,831;545,982,375,701;14203;Generation Z
Argentina;2013;male;75+ years;168;699046;24,03;Argentina2013;0,833;552,025,140,252;14206;Silent
Argentina;2013;male;15-24 years;696;3486661;19,96;Argentina2013;0,833;552,025,140,252;14206;Millenials
Argentina;2013;male;25-34 years;499;3271373;15,25;Argentina2013;0,833;552,025,140,252;14206;Millenials
Argentina;2013;male;55-74 years;398;2894129;13,75;Argentina2013;0,833;552,025,140,252;14206;Boomers
Argentina;2013;male;35-54 years;604;4950850;12,2;Argentina2013;0,833;552,025,140,252;14206;Generation X
Argentina;2013;female;15-24 years;167;3384642;4,93;Argentina2013;0,833;552,025,140,252;14206;Millenials
Argentina;2013;female;25-34 years;102;3226464;3,16;Argentina2013;0,833;552,025,140,252;14206;Millenials
Argentina;2013;female;35-54 years;157;5099167;3,08;Argentina2013;0,833;552,025,140,252;14206;Generation X
Argentina;2013;female;55-74 years;102;3390673;3,01;Argentina2013;0,833;552,025,140,252;14206;Boomers
Argentina;2013;female;75+ years;29;1303352;2,23;Argentina2013;0,833;552,025,140,252;14206;Silent
Argentina;2013;female;5-14 years;32;3515742;0,91;Argentina2013;0,833;552,025,140,252;14206;Generation Z
Argentina;2013;male;5-14 years;33;3637026;0,91;Argentina2013;0,833;552,025,140,252;14206;Generation Z
Argentina;2014;male;75+ years;192;706897;27,16;Argentina2014;0,836;526,319,673,732;13400;Silent
Argentina;2014;male;15-24 years;738;3492454;21,13;Argentina2014;0,836;526,319,673,732;13400;Millenials
Argentina;2014;male;25-34 years;531;3276955;16,2;Argentina2014;0,836;526,319,673,732;13400;Millenials
Argentina;2014;male;55-74 years;405;2951616;13,72;Argentina2014;0,836;526,319,673,732;13400;Boomers
Argentina;2014;male;35-54 years;644;5060862;12,73;Argentina2014;0,836;526,319,673,732;13400;Generation X
Argentina;2014;female;15-24 years;204;3388324;6,02;Argentina2014;0,836;526,319,673,732;13400;Millenials
Argentina;2014;female;35-54 years;196;5203634;3,77;Argentina2014;0,836;526,319,673,732;13400;Generation X
Argentina;2014;female;25-34 years;118;3227239;3,66;Argentina2014;0,836;526,319,673,732;13400;Millenials
Argentina;2014;female;55-74 years;109;3454994;3,15;Argentina2014;0,836;526,319,673,732;13400;Boomers
Argentina;2014;female;75+ years;25;1323654;1,89;Argentina2014;0,836;526,319,673,732;13400;Silent
Argentina;2014;female;5-14 years;35;3533961;0,99;Argentina2014;0,836;526,319,673,732;13400;Generation Z
Argentina;2014;male;5-14 years;34;3655965;0,93;Argentina2014;0,836;526,319,673,732;13400;Generation Z
Argentina;2015;male;75+ years;245;712691;34,38;Argentina2015;;594,749,285,413;14981;Silent
Argentina;2015;male;15-24 years;656;3500580;18,74;Argentina2015;;594,749,285,413;14981;Millenials
Argentina;2015;male;55-74 years;431;3011963;14,31;Argentina2015;;594,749,285,413;14981;Boomers
Argentina;2015;male;25-34 years;465;3289927;14,13;Argentina2015;;594,749,285,413;14981;Millenials
Argentina;2015;male;35-54 years;633;5166179;12,25;Argentina2015;;594,749,285,413;14981;Generation X
Argentina;2015;female;15-24 years;153;3394201;4,51;Argentina2015;;594,749,285,413;14981;Millenials
Argentina;2015;female;55-74 years;125;3520779;3,55;Argentina2015;;594,749,285,413;14981;Boomers
Argentina;2015;female;25-34 years;114;3235582;3,52;Argentina2015;;594,749,285,413;14981;Millenials
Argentina;2015;female;35-54 years;166;5301368;3,13;Argentina2015;;594,749,285,413;14981;Generation X
Argentina;2015;female;75+ years;27;1344980;2,01;Argentina2015;;594,749,285,413;14981;Silent
Argentina;2015;male;5-14 years;39;3672155;1,06;Argentina2015;;594,749,285,413;14981;Generation Z
Argentina;2015;female;5-14 years;19;3549219;0,54;Argentina2015;;594,749,285,413;14981;Generation Z
Brazil;1985;male;75+ years;129;840300;15,35;Brazil1985;0,576;222,942,790,435;1898;G,I, Generation
Brazil;1985;male;55-74 years;535;5364900;9,97;Brazil1985;0,576;222,942,790,435;1898;G,I, Generation
Brazil;1985;male;35-54 years;1011;11986300;8,43;Brazil1985;0,576;222,942,790,435;1898;Silent
Brazil;1985;male;25-34 years;791;10762900;7,35;Brazil1985;0,576;222,942,790,435;1898;Boomers
Brazil;1985;male;15-24 years;661;13834000;4,78;Brazil1985;0,576;222,942,790,435;1898;Generation X
Brazil;1985;female;75+ years;32;988100;3,24;Brazil1985;0,576;222,942,790,435;1898;G,I, Generation
Brazil;1985;female;55-74 years;148;5650100;2,62;Brazil1985;0,576;222,942,790,435;1898;G,I, Generation
Brazil;1985;female;25-34 years;269;10798700;2,49;Brazil1985;0,576;222,942,790,435;1898;Boomers
Brazil;1985;female;35-54 years;296;12185200;2,43;Brazil1985;0,576;222,942,790,435;1898;Silent
Brazil;1985;female;15-24 years;280;13751800;2,04;Brazil1985;0,576;222,942,790,435;1898;Generation X
Brazil;1985;female;5-14 years;41;15622900;0,26;Brazil1985;0,576;222,942,790,435;1898;Generation X
Brazil;1985;male;5-14 years;35;15693700;0,22;Brazil1985;0,576;222,942,790,435;1898;Generation X
Brazil;1986;male;75+ years;103;823700;12,5;Brazil1986;;268,137,224,730;2257;G,I, Generation
Brazil;1986;male;55-74 years;581;5492100;10,58;Brazil1986;;268,137,224,730;2257;G,I, Generation
Brazil;1986;male;35-54 years;967;12396000;7,8;Brazil1986;;268,137,224,730;2257;Silent
Brazil;1986;male;25-34 years;754;9895200;7,62;Brazil1986;;268,137,224,730;2257;Boomers
Brazil;1986;male;15-24 years;685;13347500;5,13;Brazil1986;;268,137,224,730;2257;Generation X
Brazil;1986;female;75+ years;33;1079400;3,06;Brazil1986;;268,137,224,730;2257;G,I, Generation
Brazil;1986;female;55-74 years;163;6093600;2,67;Brazil1986;;268,137,224,730;2257;G,I, Generation
Brazil;1986;female;35-54 years;335;13195700;2,54;Brazil1986;;268,137,224,730;2257;Silent
Brazil;1986;female;15-24 years;331;13514000;2,45;Brazil1986;;268,137,224,730;2257;Generation X
Brazil;1986;female;25-34 years;257;10614200;2,42;Brazil1986;;268,137,224,730;2257;Boomers
Brazil;1986;female;5-14 years;35;16001200;0,22;Brazil1986;;268,137,224,730;2257;Generation X
Brazil;1986;male;5-14 years;27;16323800;0,17;Brazil1986;;268,137,224,730;2257;Generation X
Brazil;1987;male;75+ years;149;655621;22,73;Brazil1987;;294,084,112,393;2394;G,I, Generation
Brazil;1987;male;55-74 years;647;5163568;12,53;Brazil1987;;294,084,112,393;2394;G,I, Generation
Brazil;1987;male;35-54 years;1100;12796733;8,6;Brazil1987;;294,084,112,393;2394;Silent
Brazil;1987;male;25-34 years;865;11266240;7,68;Brazil1987;;294,084,112,393;2394;Boomers
Brazil;1987;male;15-24 years;713;14119488;5,05;Brazil1987;;294,084,112,393;2394;Generation X
Brazil;1987;female;55-74 years;197;5891414;3,34;Brazil1987;;294,084,112,393;2394;G,I, Generation
Brazil;1987;female;75+ years;28;1018461;2,75;Brazil1987;;294,084,112,393;2394;G,I, Generation
Brazil;1987;female;35-54 years;349;13229129;2,64;Brazil1987;;294,084,112,393;2394;Silent
Brazil;1987;female;25-34 years;266;11393405;2,33;Brazil1987;;294,084,112,393;2394;Boomers
Brazil;1987;female;15-24 years;291;14145640;2,06;Brazil1987;;294,084,112,393;2394;Generation X
Brazil;1987;male;5-14 years;35;16751806;0,21;Brazil1987;;294,084,112,393;2394;Generation X
Brazil;1987;female;5-14 years;32;16390962;0,2;Brazil1987;;294,084,112,393;2394;Generation X
Brazil;1988;male;75+ years;135;675564;19,98;Brazil1988;;330,397,381,998;2628;G,I, Generation
Brazil;1988;male;55-74 years;530;5281479;10,04;Brazil1988;;330,397,381,998;2628;G,I, Generation
Brazil;1988;male;35-54 years;1115;13244446;8,42;Brazil1988;;330,397,381,998;2628;Silent
Brazil;1988;male;25-34 years;849;11593305;7,32;Brazil1988;;330,397,381,998;2628;Boomers
Brazil;1988;female;75+ years;52;1057285;4,92;Brazil1988;;330,397,381,998;2628;G,I, Generation
Brazil;1988;male;15-24 years;663;14249735;4,65;Brazil1988;;330,397,381,998;2628;Generation X
Brazil;1988;female;55-74 years;182;6051315;3,01;Brazil1988;;330,397,381,998;2628;G,I, Generation
Brazil;1988;female;35-54 years;333;13714531;2,43;Brazil1988;;330,397,381,998;2628;Silent
Brazil;1988;female;25-34 years;266;11741737;2,27;Brazil1988;;330,397,381,998;2628;Boomers
Brazil;1988;female;15-24 years;281;14267683;1,97;Brazil1988;;330,397,381,998;2628;Generation X
Brazil;1988;male;5-14 years;35;17111833;0,2;Brazil1988;;330,397,381,998;2628;Generation X
Brazil;1988;female;5-14 years;25;16712381;0,15;Brazil1988;;330,397,381,998;2628;Generation X
Brazil;1989;male;75+ years;141;686864;20,53;Brazil1989;;425,595,310,000;3310;G,I, Generation
Brazil;1989;male;55-74 years;543;5415199;10,03;Brazil1989;;425,595,310,000;3310;G,I, Generation
Brazil;1989;male;35-54 years;1067;13704169;7,79;Brazil1989;;425,595,310,000;3310;Silent
Brazil;1989;male;25-34 years;891;11906533;7,48;Brazil1989;;425,595,310,000;3310;Boomers
Brazil;1989;male;15-24 years;722;14394322;5,02;Brazil1989;;425,595,310,000;3310;Generation X
Brazil;1989;female;75+ years;44;1090428;4,04;Brazil1989;;425,595,310,000;3310;G,I, Generation
Brazil;1989;female;55-74 years;166;6229420;2,66;Brazil1989;;425,595,310,000;3310;G,I, Generation
Brazil;1989;female;35-54 years;318;14212092;2,24;Brazil1989;;425,595,310,000;3310;Silent
Brazil;1989;female;25-34 years;247;12077302;2,05;Brazil1989;;425,595,310,000;3310;Boomers
Brazil;1989;female;15-24 years;261;14396938;1,81;Brazil1989;;425,595,310,000;3310;Generation X
Brazil;1989;female;5-14 years;35;17011362;0,21;Brazil1989;;425,595,310,000;3310;Generation X
Brazil;1989;male;5-14 years;28;17445679;0,16;Brazil1989;;425,595,310,000;3310;Generation X
Brazil;1990;male;75+ years;151;689024;21,92;Brazil1990;0,608;461,951,782,000;3516;G,I, Generation
Brazil;1990;male;55-74 years;601;5570146;10,79;Brazil1990;0,608;461,951,782,000;3516;G,I, Generation
Brazil;1990;male;35-54 years;1127;14165486;7,96;Brazil1990;0,608;461,951,782,000;3516;Silent
Brazil;1990;male;25-34 years;945;12198761;7,75;Brazil1990;0,608;461,951,782,000;3516;Boomers
Brazil;1990;male;15-24 years;731;14568361;5,02;Brazil1990;0,608;461,951,782,000;3516;Generation X
Brazil;1990;female;75+ years;38;1117615;3,4;Brazil1990;0,608;461,951,782,000;3516;G,I, Generation
Brazil;1990;female;55-74 years;196;6431086;3,05;Brazil1990;0,608;461,951,782,000;3516;G,I, Generation
Brazil;1990;female;35-54 years;394;14711203;2,68;Brazil1990;0,608;461,951,782,000;3516;Silent
Brazil;1990;female;15-24 years;304;14548740;2,09;Brazil1990;0,608;461,951,782,000;3516;Generation X
Brazil;1990;female;25-34 years;250;12392001;2,02;Brazil1990;0,608;461,951,782,000;3516;Boomers
Brazil;1990;male;5-14 years;34;17729894;0,19;Brazil1990;0,608;461,951,782,000;3516;Generation X
Brazil;1990;female;5-14 years;32;17265236;0,19;Brazil1990;0,608;461,951,782,000;3516;Generation X
Brazil;1991;male;75+ years;153;725105;21,1;Brazil1991;;602,860,000,000;4490;G,I, Generation
Brazil;1991;male;55-74 years;660;5727704;11,52;Brazil1991;;602,860,000,000;4490;Silent
Brazil;1991;male;35-54 years;1334;14626951;9,12;Brazil1991;;602,860,000,000;4490;Boomers
Brazil;1991;male;25-34 years;1002;12481850;8,03;Brazil1991;;602,860,000,000;4490;Boomers
Brazil;1991;male;15-24 years;771;14774615;5,22;Brazil1991;;602,860,000,000;4490;Generation X
Brazil;1991;female;55-74 years;222;6630160;3,35;Brazil1991;;602,860,000,000;4490;Silent
Brazil;1991;female;75+ years;38;1172662;3,24;Brazil1991;;602,860,000,000;4490;G,I, Generation
Brazil;1991;female;35-54 years;331;15218376;2,18;Brazil1991;;602,860,000,000;4490;Boomers
Brazil;1991;female;25-34 years;266;12700804;2,09;Brazil1991;;602,860,000,000;4490;Boomers
Brazil;1991;female;15-24 years;303;14737389;2,06;Brazil1991;;602,860,000,000;4490;Generation X
Brazil;1991;male;5-14 years;41;17989977;0,23;Brazil1991;;602,860,000,000;4490;Millenials
Brazil;1991;female;5-14 years;35;17496257;0,2;Brazil1991;;602,860,000,000;4490;Millenials
Brazil;1992;male;75+ years;146;754020;19,36;Brazil1992;;400,599,250,000;2924;G,I, Generation
Brazil;1992;male;55-74 years;643;5899574;10,9;Brazil1992;;400,599,250,000;2924;Silent
Brazil;1992;male;35-54 years;1408;15081747;9,34;Brazil1992;;400,599,250,000;2924;Boomers
